분류,메뉴코드,바코드번호,관리메뉴명(한국어),메뉴명(한국어),기존가, 인상후 ,인상가격
상품,B0000265,8712100864940 ,매그넘바 민트,매그넘바 민트,"3,000","3,000", - 
상품,B0000414,8801019513718 ,누가바컵,누가바컵,"3,000","3,000", - 
상품,B0000620,8801062412129 ,나뚜루 제주녹차쿠키바,나뚜루 제주녹차쿠키바,"3,000","3,000", - 
상품,B0000191,8712100836169 ,매그넘클래식,매그넘클래식,"3,200","3,200", - 
상품,B0000192,8712100837890 ,매그넘아몬드바,매그넘아몬드바,"3,200","3,200", - 
상품,B0000336,8801118255410 ,스위트홈 우유,스위트홈 우유,"3,500","3,500", - 
상품,B0000610,8801062431830 ,나뚜루컵녹차,나뚜루컵녹차,"3,500","3,500", - 
상품,B0000623,8801062888153 ,나뚜루다크초콜릿바,나뚜루다크초콜릿바,"3,500","3,500", - 
상품,B0000637,8801062431519 ,나뚜루바닐라,나뚜루바닐라,"3,500","3,500", - 
상품,B0000639,8801062431755 ,나뚜루베리,나뚜루베리,"3,500","3,500", - 
상품,B0000236,8801019514272 ,캠벨그레이프,캠벨그레이프,"4,000","4,000", - 
상품,B0000277,8801019514258 ,리틀텐 핑크퐁,리틀텐 핑크퐁,"4,000","4,000", - 
상품,B0000413,8801118255731 ,델몬트미니,델몬트미니,"4,000","4,000", - 
상품,B0000543,8809592640050 ,서주홈딸기앤치즈,서주홈딸기앤치즈,"4,000","4,000", - 
상품,B0000601,8801062414437 ,나뚜루 녹차,나뚜루 녹차,"4,000","4,000", - 
상품,B0000602,8801062413799 ,나뚜루 딸기,나뚜루 딸기,"4,000","4,000", - 
상품,B0000604,8801062412730 ,나뚜루 바닐라,나뚜루 바닐라,"4,000","4,000", - 
상품,B0000612,8809713220833 ,바닐라 베스트원,바닐라 베스트원,"4,000","4,000", - 
상품,B0000081,8801019510076 ,호두마루홈,호두마루홈,"4,000","5,000","1,000"
상품,B0000082,8801019510083 ,체리마루홈,체리마루홈,"4,000","5,000","1,000"
상품,B0000085,8801104302036 ,쿠앤크홈,쿠앤크홈,"4,000","5,000","1,000"
상품,B0000086,8801062453634 ,조안나,조안나,"4,000","5,500","1,500"
상품,B0000087,8801118250248 ,구구쿠러스터,구구쿠러스터,"4,000","5,000","1,000"
상품,B0000089,8801118251344 ,구구아몬드,구구아몬드,"4,000","5,000","1,000"
상품,B0000254,8801062011780 ,티코다크초코,티코다크초코4500,"4,000","6,000","2,000"
상품,B0000255,8801062011797 ,티코밀크초코,티코밀크초코4500,"4,000","6,000","2,000"
상품,B0000256,8801019514203 ,체리마루,체리마루4500,"4,000","5,000","1,000"
상품,B0000257,8801019514210 ,초코마루,초코마루4500,"4,000","5,000","1,000"
상품,B0000258,8801019514197 ,호두마루,호두마루4500,"4,000","5,000","1,000"
상품,B0000262,8801104306997 ,투게더 초콜렛,투게더 초콜렛,"4,000","5,000","1,000"
상품,B0000263,8801104306973 ,투게더 딸기,투게더 딸기,"4,000","5,000","1,000"
상품,B0000264,8801062011803 ,셀렉션 오버토끼,셀렉션 오버토끼,"4,000","6,000","2,000"
상품,B0000268,8801019514227 ,녹차마루홈,녹차마루홈,"4,000","5,000","1,000"
상품,B0000300,8801104307062 ,투게더 녹차초코,투게더 녹차초코,"4,000","5,000","1,000"
상품,B0000316,8801118255205 ,쿠키오홈,쿠키오홈,"4,000","5,000","1,000"
상품,B0000318,8801019514289 ,해태 아몬드 프랄린,해태 아몬드 프랄린,"4,000","5,000","1,000"
상품,B0000319,8801104307284 ,투게더 크림치즈파인트,투게더 크림치즈파인트,"4,000","5,000","1,000"
상품,B0000345,8801118255212 ,그릭요거크홈,그릭요거크홈,"4,000","5,000","1,000"
상품,B0000347,8809592640098 ,서주초코블럭,서주초코블럭,"4,000","5,000","1,000"
상품,B0000348,8801019514296 ,티피,티피,"4,000","5,000","1,000"
상품,B0000350,8801062453658 ,조안나호두홈,조안나호두홈,"4,000","5,500","1,500"
상품,B0000351,8801019514609 ,부라보홈,부라보홈,"4,000","5,000","1,000"
상품,B0000388,8801062894437 ,위즐 치크케익,위즐 치크케익,"4,000","5,000","1,000"
상품,B0000441,8801062453719 ,까마쿤홈,까마쿤홈,"4,000","5,000","1,000"
상품,B0000509,880-1104666084,투게더 흑임자,투게더 흑임자,"4,000","5,000","1,000"
상품,B0000527,8801062016471 ,스키피홈,스키피홈,"4,000","5,000","1,000"
상품,B0000542,8809592640043 ,서주아이스주홈,서주아이스주홈,"4,000","5,000","1,000"
상품,B0000569,880 9713220833,4500베스트원바닐라,4500베스트원바닐라,"4,000","5,000","1,000"
상품,B0000570,880 9713220826,4500베스트원 흑당버블티,4500베스트원 흑당버블티,"4,000","5,000","1,000"
상품,B0000571,8809713220567 ,부라보홈 바닐라,4500 부라보홈 바닐라NP081108,"4,000","5,000","1,000"
상품,B0000247,8809713220222 ,팽이팽이 딸기초코,팽이팽이 딸기초코,"4,300","6,000","1,700"
상품,B0000554,8809713220239 ,4500 리틀텐 NP2 093599,4500 리틀텐 NP2 093599,"4,300","5,000",700
상품,B0000611,8809713220826 ,흑당,흑당,"4,300","5,000",700
상품,B0000567,8809713220543 ,초코청크마루홈081100,초코청크마루홈081100,"4,300","5,000",700
상품,B0000218,8801019510106 ,리틀텐,리틀텐,"4,500","5,000",500
상품,B0000259,8801104163125 ,투게더 쿠앤크,투게더 쿠앤크,"4,500","5,000",500
상품,B0000528,8801062884711 ,위즐 칙촉,위즐 칙촉,"4,500","5,000",500
상품,B0001001,8809713220482 ,호두마루,호두마루,"4,500","5,000",500
상품,B0000083,8801062453337 ,위즐 커피&초코퍼지,위즐 커피&초코퍼지,"4,500","5,000",500
상품,B0000084,8801062453313 ,위즐바닐라,위즐바닐라,"4,500","5,000",500
상품,B0000140,8801104300667 ,투게더 밀크초코,투게더 밀크초코,"4,500","5,000",500
상품,B0000141,8801019513190 ,녹차마루,녹차마루,"4,500","5,000",500
상품,B0000159,8801019511851 ,초코마루청크,초코마루청크,"4,500","5,000",500
상품,B0000224,8801104142380 ,투게더 밀크딸기,투게더 밀크딸기,"4,500","5,000",500
상품,B0000301,8801118255083 ,구구크러스터홈 벨기에초코,구구크러스터홈 벨기에초코,"4,500","5,000",500
상품,B0000343,8801104307888 ,투게더 프로즌요거트,투게더 프로즌요거트,"4,500","5,000",500
상품,B0000460,8801062893782 ,조안나 호두리치,조안나 호두리치,"4,500","5,500","1,000"
상품,B0000461,8801062893799 ,조안나바닐라리치,조안나바닐라리치,"4,500","5,500","1,000"
상품,B0000536,8809713220062 ,호두마루홈,호두마루홈,"4,500","5,000",500
상품,B0000537,8809713220529 ,체리마루홈,체리마루홈,"4,500","5,000",500
상품,B0000538,8809713220536 ,녹차마루홈,녹차마루홈,"4,500","5,000",500
상품,B0000616,8801104666084 ,투게더 흑임자,투게더 흑임자,"4,500","5,000",500
상품,B0000811,8801104666718 ,투게더 프럴린&아몬드,투게더 프럴린&아몬드,"4,500","5,000",500
상품,B0001097,8809713220499 ,체리마루,체리마루,"4,500","5,000",500
상품,B0000280,8801062011384 ,라이트엔젤 초코,라이트엔젤 초코,"4,800","4,800", - 
상품,B0000281,8801062011407 ,라이트엔젤 바나나,라이트엔젤 바나나,"4,800","4,800", - 
상품,B0000282,8801062011391 ,라이트엔젤 녹차,라이트엔젤 녹차,"4,800","4,800", - 
상품,B0000568,8809713220550 ,호두마루홈,5500 호두마루홈081110,"5,000","5,000", - 
상품,B0000253,8801104306843 ,투게더,투게더5500,"5,000","6,000","1,000"
상품,B0000088,8801062417254 ,셀렉션,셀렉션,"5,500","6,000",500
상품,B0000122,8801062453672 ,티코,티코,"5,500","6,000",500
상품,B0000335,8809713220116 ,팽이팽이,팽이팽이,"5,500","6,000",500
상품,B0000338,8801118255076 ,구구벨기에초코 5입,구구벨기에초코 5입,"5,500","5,500", - 
상품,B0001032,8801062871735 ,조안나바,조안나바,"5,500","6,000",500
상품,B0000176,8801062453696 ,티코 다크초코,티코 다크초코,"5,500","6,000",500
상품,B0000239,8801104302104 ,엑셀런트 프렌치바닐라,엑셀런트 프렌치바닐라,"5,500","6,500","1,000"
상품,B0000279,8801104306805 ,엑설런트,엑설런트,"5,500","6,500","1,000"
상품,B0000437,8801104142373 ,투게더,투게더,"5,500","6,000",500
상품,B0000701,8801118256356 ,프라임,프라임,"5,500","6,000",500
상품,B0000896,8801062877263 ,셀렉션  더 싱글초코,셀렉션  더 싱글초코,"5,500","6,000",500
상품,B0000912,8801062875207 ,조안나 쿠앤크깜뜨,조안나 쿠앤크깜뜨,"5,500","6,000",500
상품,B0000975,8801118256790 ,델몬트 미니컵,델몬트 미니컵,"5,500","5,500", - 
상품,B0000193,8000920200025 ,매그넘비엔네타바닐라,매그넘비엔네타바닐라,"6,000","6,000", - 
상품,B0000194,8000920200087 ,매그넘비엔네타 초콜릿,매그넘비엔네타 초콜릿,"6,000","6,000", - 
상품,B0000142,8801104163057 ,엑셀런트,엑셀런트,"6,000","6,500",500
상품,B0000240,8801062004263 ,나뚜르파인트 바닐라,나뚜르파인트 바닐라,"9,000","9,000", - 
상품,B0000241,8801062004249 ,나뚜르파인트 딸기,나뚜르파인트 딸기,"9,000","9,000", - 
상품,B0000242,8801062004232 ,나뚜르파인트 녹차,나뚜르파인트 녹차,"9,000","9,000", - 
상품,B0000617,8801062451739 ,나뚜루녹차 큰컵,나뚜루녹차큰컵,"10,500","10,500", - 
상품,B0000618,8801062451210 ,나뚜루 스트로베리 큰컵,나뚜루컵 스트로베리 큰컵,"10,500","10,500", - 
상품,B0000619,8801062451197 ,나뚜루 바닐라클래식 큰컵,나뚜루컵 바닐라클래식,"10,500","10,500", - 
상품,B0000454,8801062453917 ,조안나5리터딸기,조안나5리터딸기,"12,000","12,000", - 
